Relatório de vias;;;;;;;;;;;;;;;
2019 - 20201 - 2021;;;;;;;;;;;;;;;
LATITUDE;LONGITUDE;DATA DA MONITORAÇÃO;SENTIDO GEOGRÁFICO;UF;Município;VIA MONITORADA POR CAMERAS;POSSUI COMERCIO AMBILANTE;ZONA;VITIMA FATAL;MEDIA DE VEICULOS;PASSAGEM DE VEICULOS PESADOS;POLICIAMENTO RODOVIARIO;OCORRENCIAS DIARIAS;;
-22,15468874;-41,73943028;06/07/2020;Norte;RJ;Carapebus;Não;3;Rural;Não fatal;167;0;3;37;;
-22,15437698;-41,73966598;07/07/2020;Norte/Sul;RJ;Carapebus;Não;2;Rural;Não fatal;201;1;3;43;;
-22,166463;-41,7417693;08/07/2020;Norte;RJ;Carapebus;Não;2;Rural;Não fatal;46;1;3;79;;
-22,16992463;-41,74277835;09/07/2020;Norte/Sul;RJ;Carapebus;Não;1;Rural;Não fatal;191;1;3;42;;
-22,16708208;-41,74161896;10/07/2020;Norte;RJ;Carapebus;Não;1;Rural;Não fatal;184;0;1;112;;
-22,16717437;-41,74196958;11/07/2020;Norte;RJ;Carapebus;Não;1;Rural;Não fatal;147;0;3;43;;
-22,16753569;-41,74191379;12/07/2020;Norte;RJ;Carapebus;Não;2;Rural;Não fatal;90;0;1;29;;
-22,17866262;-41,74908991;13/07/2020;Norte;RJ;Carapebus;Não;2;Rural;Não fatal;218;0;2;97;;
-22,17807721;-41,74935848;14/07/2020;Norte/Sul;RJ;Carapebus;Não;3;Rural;Não fatal;165;0;2;109;;
-22,17967022;-41,74900074;15/07/2020;Norte;RJ;Carapebus;Não;3;Rural;Não fatal;96;1;3;20;;
-22,18142528;-41,74904432;16/07/2020;Norte/Sul;RJ;Carapebus;Não;2;Rural;Não fatal;170;0;2;12;;
-22,1894732;-41,74793053;17/07/2020;Norte/Sul;RJ;Carapebus;Não;3;Rural;Não fatal;239;0;2;93;;
-22,19456596;-41,74775619;18/07/2020;Norte;RJ;Carapebus;Não;2;Rural;Não fatal;38;0;3;12;;
-22,19630097;-41,7482819;19/07/2020;Norte/Sul;RJ;Carapebus;Não;1;Rural;Não fatal;68;1;2;113;;
-22,19829361;-41,74934104;20/07/2020;Norte/Sul;RJ;Carapebus;Não;1;Rural;Não fatal;187;0;1;46;;
-22,19874248;-41,74955998;21/07/2020;Norte/Sul;RJ;Carapebus;Não;3;Rural;Não fatal;151;1;3;68;;
-22,20189016;-41,75036028;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;13;0;2;82;;
-22,2049692;-41,7507265;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;227;0;2;48;;
-22,21104719;-41,75499145;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;28;0;2;64;;
-22,21083488;-41,75426088;21/07/2020;Norte;RJ;Macaé;Não;1;Rural;Não fatal;166;1;1;87;;
-22,21519405;-41,75558522;21/07/2020;Norte/Sul;RJ;Macaé;Não;2;Rural;Não fatal;86;1;3;81;;
-22,21479861;-41,75503872;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;126;1;3;46;;
-22,21620746;-41,75560165;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;14;0;3;85;;
-22,21615935;-41,75578203;21/07/2020;Norte;RJ;Macaé;Não;1;Rural;Não fatal;224;0;2;107;;
-22,23139137;-41,78783946;21/07/2020;Norte/Sul;RJ;Macaé;Não;2;Rural;Não fatal;182;0;2;84;;
-22,23481731;-41,79198179;21/07/2020;Norte;RJ;Macaé;Não;1;Rural;Não fatal;206;0;2;110;;
-22,23473631;-41,7924656;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;65;1;1;107;;
-22,23561459;-41,7944216;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;85;0;2;33;;
-22,23807404;-41,79912284;21/07/2020;Sul;RJ;Macaé;Não;3;Rural;Não fatal;50;1;1;56;;
-22,23865128;-41,79919815;21/07/2020;Norte;RJ;Macaé;Não;1;Rural;Não fatal;154;0;3;21;;
-22,25014412;-41,81821749;21/07/2020;Sul;RJ;Macaé;Não;1;Rural;Não fatal;203;0;1;101;;
-22,2504355;-41,81889575;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;157;0;3;23;;
-22,25321896;-41,82729878;21/07/2020;Norte;RJ;Macaé;Não;2;Rural;Não fatal;172;1;3;108;;
-22,25309049;-41,82741076;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;92;1;2;51;;
-22,26632281;-41,85825918;21/07/2020;Sul;RJ;Macaé;Não;1;Rural;Não fatal;86;0;1;15;;
-22,26676559;-41,85859299;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;76;0;3;21;;
-22,26684049;-41,85893291;21/07/2020;Norte;RJ;Macaé;Não;1;Rural;Não fatal;178;0;2;91;;
-22,27409252;-41,87103286;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;235;0;3;87;;
-22,29084018;-41,87786009;21/07/2020;Norte;RJ;Macaé;Não;2;Rural;Não fatal;16;0;2;46;;
-22,29049832;-41,87790569;21/07/2020;Norte;RJ;Macaé;Não;2;Rural;Não fatal;130;1;1;17;;
-22,2958939;-41,88059863;21/07/2020;Sul;RJ;Macaé;Não;1;Rural;Não fatal;44;0;1;17;;
-22,29644732;-41,880836;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;173;0;3;93;;
-22,296626;-41,88022647;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;250;1;3;50;;
-22,30347243;-41,88362684;21/07/2020;Norte;RJ;Macaé;Não;1;Rural;Não fatal;170;0;1;119;;
-22,30354612;-41,88386353;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;10;1;3;53;;
-22,30408723;-41,8841834;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;218;0;1;24;;
-22,30449867;-41,88452913;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;81;1;2;31;;
-22,3044027;-41,8854095;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;119;0;3;33;;
-22,30466977;-41,88548863;21/07/2020;Sul;RJ;Macaé;Não;3;Rural;Não fatal;14;0;1;116;;
-22,30540678;-41,88605793;21/07/2020;Norte;RJ;Macaé;Não;2;Rural;Não fatal;160;0;2;23;;
-22,30640869;-41,88756533;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;156;0;2;109;;
-22,30880463;-41,89019471;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;149;0;2;116;;
-22,32468244;-41,90826058;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;235;1;2;59;;
-22,32510548;-41,9079233;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;171;0;1;74;;
-22,32453977;-41,90834004;21/07/2020;Sul;RJ;Macaé;Não;1;Rural;Não fatal;163;1;3;102;;
-22,3352146;-41,91657711;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;27;1;1;14;;
-22,34429004;-41,91707868;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;207;1;3;88;;
-22,34574906;-41,91746391;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;211;0;2;20;;
-22,35283464;-41,92399073;21/07/2020;Norte/Sul;RJ;Macaé;Não;3;Rural;Não fatal;155;0;3;123;;
-22,35442164;-41,92821655;21/07/2020;Sul;RJ;Macaé;Não;1;Rural;Não fatal;24;0;1;58;;
-22,35494847;-41,92928474;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;235;1;2;111;;
-22,35562537;-41,93023525;21/07/2020;Sul;RJ;Macaé;Não;1;Rural;Não fatal;119;1;1;48;;
-22,35630784;-41,93066474;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;245;1;2;29;;
-22,3674107;-41,9427089;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;70;0;1;55;;
-22,368439;-41,948451;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;77;1;3;27;;
-22,37304596;-41,95466246;21/07/2020;Sul;RJ;Macaé;Não;2;Rural;Não fatal;54;0;3;110;;
-22,37574005;-41,96393204;21/07/2020;Norte;RJ;Macaé;Não;3;Rural;Não fatal;183;1;3;83;;
-22,377421;-41,967743;21/07/2020;Norte;RJ;Macaé;Não;2;Rural;Não fatal;213;1;2;79;;
-22,38489532;-41,98090744;21/07/2020;Norte/Sul;RJ;Macaé;Não;1;Rural;Não fatal;184;1;2;127;;
-22,38904953;-41,98729324;21/07/2020;Norte;RJ;Macaé;Não;2;Rural;Não fatal;133;0;3;19;;
-22,39279244;-41,99460357;21/07/2020;Norte/Sul;RJ;Macaé;Não;2;Rural;Não fatal;128;0;3;95;;
-22,39803314;-41,99626541;21/07/2020;Norte/Sul;RJ;Rio das Ostras;Não;2;Rural;Não fatal;247;1;2;29;;
-22,40054983;-41,99642915;21/07/2020;Norte/Sul;RJ;Rio das Ostras;Não;1;Rural;Não fatal;112;1;2;66;;
-22,4061259;-41,99803445;21/07/2020;Norte/Sul;RJ;Rio das Ostras;Não;2;Rural;Não fatal;58;0;3;35;;
-22,40644455;-41,99787903;21/07/2020;Norte/Sul;RJ;Rio das Ostras;Não;1;Rural;Não fatal;93;0;1;88;;
-22,40782356;-41,99781799;21/07/2020;Norte;RJ;Rio das Ostras;Não;2;Rural;Não fatal;187;0;2;28;;
-22,4114857;-42,00054131;21/07/2020;Norte/Sul;RJ;Rio das Ostras;Não;2;Rural;Não fatal;78;1;3;64;;
-22,42145311;-42,00537331;21/07/2020;Norte;RJ;Rio das Ostras;Não;3;Urbana;Não fatal;245;1;1;43;;
-22,42438936;-42,00965043;21/07/2020;Norte/Sul;RJ;Rio das Ostras;Não;2;Urbana;Não fatal;96;1;3;70;;
-22,42469128;-42,00939079;21/07/2020;Norte;RJ;Rio das Ostras;Não;2;Urbana;Não fatal;144;0;3;84;;
-22,42491065;-42,00968698;21/07/2020;Norte;RJ;Rio das Ostras;Não;1;Urbana;Não fatal;72;1;2;117;;
-22,42563959;-42,01344039;21/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Urbana;Não fatal;213;1;2;251;;
-22,4258683;-42,01405616;21/07/2020;Norte;RJ;Casimiro De Abreu;Não;1;Urbana;Não fatal;62;0;1;317;;
-22,42621821;-42,01533403;21/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;132;0;3;127;;
-22,42723274;-42,01838684;21/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;30;1;3;470;;
-22,42974319;-42,03118153;21/07/2020;Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;191;1;2;218;;
-22,429837;-42,031401;21/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;172;0;1;481;;
-22,43209;-42,0356496;21/07/2020;Norte;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;211;1;1;294;;
-22,4319676;-42,03554;22/07/2020;Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;176;1;1;435;;
-22,4321487;-42,03517165;23/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;167;1;2;326;;
-22,43215056;-42,03522529;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;226;0;2;35;;
-22,43211895;-42,03574531;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;136;0;3;368;;
-22,43187878;-42,03868635;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;240;0;2;122;;
-22,46547917;-42,07142405;24/07/2020;Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;123;1;3;75;;
-22,46537197;-42,07132347;24/07/2020;Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;155;1;2;150;;
-22,46460017;-42,06764113;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;247;0;3;102;;
-22,46484401;-42,06813499;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;57;1;1;106;;
-22,46566755;-42,07168188;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;99;0;1;209;;
-22,47283129;-42,08529409;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;136;0;1;37;;
-22,47323932;-42,08573464;24/07/2020;Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;64;1;3;172;;
-22,47352409;-42,08583832;24/07/2020;Norte;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;215;0;3;332;;
-22,47341728;-42,08636475;24/07/2020;Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;201;1;1;286;;
-22,47343946;-42,08645917;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;161;0;1;272;;
-22,4758856;-42,08882277;24/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;213;0;3;246;;
-22,47662524;-42,08887819;25/07/2020;Norte;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;145;1;2;343;;
-22,47780991;-42,09129333;26/07/2020;Norte;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;112;0;2;56;;
-22,47777176;-42,09157944;27/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;217;0;2;401;;
-22,48044232;-42,09589854;28/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;169;0;2;9;;
-22,49146843;-42,0999794;29/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;58;0;2;382;;
-22,49175835;-42,10028458;30/07/2020;Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;144;0;3;217;;
-22,49304199;-42,10453415;31/07/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;191;0;1;109;;
-22,49206543;-42,10892868;01/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;58;1;2;466;;
-22,49198745;-42,11021993;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;20;0;1;43;;
-22,49108814;-42,12283731;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;2;Urbana;Não fatal;200;1;3;400;;
-22,49121857;-42,12354279;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;2;Urbana;Não fatal;188;1;2;295;;
-22,49086479;-42,12377373;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Urbana;Não fatal;81;0;1;452;;
-22,49148367;-42,12771097;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Urbana;Não fatal;70;1;1;135;;
-22,49190712;-42,13150024;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;36;1;3;433;;
-22,48565428;-42,14039657;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;210;0;2;228;;
-22,48376673;-42,14282747;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;31;0;1;313;;
-22,48239373;-42,14500006;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;97;0;3;109;;
-22,48234788;-42,14523107;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;198;1;2;486;;
-22,48103775;-42,14694936;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;184;1;3;66;;
-22,47781086;-42,15575404;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;99;0;1;120;;
-22,47752762;-42,15566254;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;109;1;3;136;;
-22,47549797;-42,1713888;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;41;1;2;478;;
-22,47556167;-42,17248533;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;19;1;1;283;;
-22,47574167;-42,17279445;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;14;0;3;395;;
-22,47572772;-42,17301942;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;40;1;1;311;;
-22,47526741;-42,17493439;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;82;0;1;234;;
-22,4745901;-42,18309648;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;2;Rural;Não fatal;48;0;1;410;;
-22,47520786;-42,18748491;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;1;Urbana;Não fatal;106;0;3;25;;
-22,47571533;-42,19287783;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;23;0;3;236;;
-22,47625732;-42,1990242;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Urbana;Não fatal;17;1;2;196;;
-22,47634548;-42,20004436;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;2;Urbana;Não fatal;73;1;3;300;;
-22,47669309;-42,20081214;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;67;0;2;448;;
-22,4764483;-42,20055;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Urbana;Não fatal;165;1;3;190;;
-22,47665596;-42,20162964;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;2;Urbana;Não fatal;67;0;1;328;;
-22,47698492;-42,20363648;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;44;0;2;78;;
-22,47728348;-42,2062645;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;15;1;2;14;;
-22,4773629;-42,2062556;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;75;0;3;372;;
-22,47760201;-42,2069397;02/08/2020;Norte;RJ;Casimiro De Abreu;Sim;2;Urbana;Não fatal;125;0;3;473;;
-22,4775935;-42,2112692;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;233;0;3;211;;
-22,47773607;-42,21355288;02/08/2020;Sul;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;241;1;1;386;;
-22,47771204;-42,21357778;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Urbana;Não fatal;244;0;3;210;;
-22,47893304;-42,21653156;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;3;Urbana;Não fatal;150;0;2;426;;
-22,47910987;-42,21649636;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;2;Urbana;Não fatal;129;0;3;489;;
-22,48053712;-42,22024374;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;47;0;3;174;;
-22,48210716;-42,22331619;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;13;1;3;382;;
-22,48170288;-42,22361628;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;204;0;2;7;;
-22,48246405;-42,23529864;02/08/2020;Norte/Sul;RJ;Casimiro de Abreu;Não;3;Rural;Não fatal;143;0;2;330;;
-22,48244174;-42,23533049;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;84;0;1;359;;
-22,48177839;-42,23665356;02/08/2020;Sul;RJ;Casimiro de Abreu;Não;3;Rural;Não fatal;87;0;1;417;;
-22,48176675;-42,23680115;02/08/2020;Norte/Sul;RJ;Casimiro de Abreu;Não;1;Rural;Não fatal;194;0;1;203;;
-22,48016939;-42,24165279;02/08/2020;Norte/Sul;RJ;Casimiro de Abreu;Não;2;Rural;Não fatal;244;1;3;300;;
-22,48097592;-42,24318714;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;22;1;2;311;;
-22,4859658;-42,2538715;02/08/2020;Norte;RJ;Casimiro De Abreu;Não;3;Rural;Não fatal;44;1;3;300;;
-22,48590851;-42,25416946;02/08/2020;Norte/Sul;RJ;Casimiro de Abreu;Não;2;Rural;Não fatal;70;1;3;320;;
-22,488451;-42,25802994;02/08/2020;Norte/Sul;RJ;Casimiro de Abreu;Não;2;Rural;Não fatal;25;0;2;211;;
-22,48850025;-42,25811183;02/08/2020;Norte/Sul;RJ;Casimiro De Abreu;Não;1;Rural;Não fatal;195;0;1;73;;
-22,49254686;-42,26331666;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;86;0;1;165;;290
-22,49266434;-42,26342773;02/08/2020;Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;97;0;3;81;;339
-22,49677951;-42,26636566;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;233;0;1;29;;88
-22,50013351;-42,26840591;02/08/2020;Norte;RJ;Silva Jardim;Não;3;Rural;Não fatal;129;0;3;171;;156
-22,50019273;-42,26889934;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;98;1;2;124;;84
-22,5012589;-42,26919841;02/08/2020;Norte;RJ;Silva Jardim;Não;1;Rural;Não fatal;80;0;2;182;;428
-22,50350952;-42,27120972;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;104;1;2;305;;113
-22,50514283;-42,27396302;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;60;1;2;231;;404
-22,50604542;-42,27665294;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;147;0;2;62;;286
-22,50912669;-42,28826322;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;92;0;3;144;;28
-22,5060609;-42,29348447;02/08/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;112;0;3;168;;70
-22,50583634;-42,29579788;03/08/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;31;1;1;340;;161
-22,50651158;-42,29767207;04/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;63;0;2;207;;411
-22,50920487;-42,30308533;05/08/2020;Norte;RJ;Silva Jardim;Não;3;Rural;Não fatal;237;1;1;307;;234
-22,51077168;-42,30756272;06/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;223;1;3;130;;371
-22,5163653;-42,32436776;07/08/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;82;0;3;100;;380
-22,51675415;-42,32435989;08/08/2020;Norte;RJ;Silva Jardim;Não;3;Rural;Não fatal;28;0;1;95;;99
-22,5168082;-42,32838873;09/08/2020;Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;235;0;2;200;;244
-22,5174202;-42,33321067;10/08/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;10;0;3;107;;457
-22,5235642;-42,34316401;11/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;236;1;3;201;;
-22,52779388;-42,34283066;12/08/2020;Norte;RJ;Silva Jardim;Não;2;Rural;Não fatal;217;1;3;208;;
-22,53144651;-42,34323341;13/08/2020;Norte;RJ;Silva Jardim;Não;1;Rural;Não fatal;41;1;3;223;;
-22,53233251;-42,34354589;14/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;160;1;3;210;;
-22,54170597;-42,34781932;15/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;60;1;1;324;;
-22,54703713;-42,34904099;16/08/2020;Norte;RJ;Silva Jardim;Não;2;Rural;Não fatal;121;0;2;248;;
-22,55422439;-42,35480011;17/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;82;0;3;37;;
-22,55776097;-42,35644396;18/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;202;0;1;1;;
-22,55901959;-42,35624917;19/08/2020;Norte;RJ;Silva Jardim;Não;3;Rural;Não fatal;149;0;3;274;;
-22,56268883;-42,35972214;20/08/2020;Norte;RJ;Silva Jardim;Não;1;Rural;Não fatal;228;1;2;231;;
-22,5624898;-42,36031272;21/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;21;1;2;272;;
-22,56313515;-42,36064148;22/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;38;1;2;77;;
-22,56580734;-42,37280273;23/08/2020;Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;115;1;1;298;;
-22,57795294;-42,38071729;24/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;43;0;1;148;;
-22,58113848;-42,3829519;25/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;61;1;2;281;;
-22,58220673;-42,38373947;26/08/2020;Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;142;0;3;41;;
-22,58592068;-42,38490555;27/08/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;211;0;3;243;;
-22,59050769;-42,38592613;28/08/2020;Norte;RJ;Silva Jardim;Não;1;Rural;Não fatal;115;0;3;44;;
-22,59107572;-42,3864257;29/08/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;162;0;3;176;;
-22,59324008;-42,38690045;30/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;211;0;1;313;;
-22,59970633;-42,38773964;31/08/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;184;0;1;293;;
-22,59981931;-42,38775574;01/09/2020;Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;115;0;1;3;;
-22,60464326;-42,38886449;02/09/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;90;1;3;303;;
-22,60536194;-42,38905716;03/09/2020;Norte;RJ;Silva Jardim;Não;1;Rural;Não fatal;83;0;2;140;;
-22,60849381;-42,39481354;04/09/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Rural;Não fatal;120;0;2;302;;
-22,60987854;-42,40061188;05/09/2020;Norte/Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;187;1;1;246;;
-22,61008263;-42,40445709;06/09/2020;Sul;RJ;Silva Jardim;Não;1;Rural;Não fatal;49;0;2;21;;
-22,60999899;-42,4042917;07/09/2020;Sul;RJ;Silva Jardim;Não;2;Rural;Não fatal;138;1;3;260;;
-22,61065865;-42,40561295;08/09/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Urbana;Não fatal;49;1;3;156;;
-22,6106243;-42,40571748;09/09/2020;Norte/Sul;RJ;Silva Jardim;Não;1;Urbana;Não fatal;14;0;3;81;;
-22,61291339;-42,40893647;10/09/2020;Norte;RJ;Silva Jardim;Não;3;Urbana;Não fatal;222;0;1;313;;
-22,61276514;-42,40980584;11/09/2020;Sul;RJ;Silva Jardim;Não;3;Urbana;Não fatal;230;1;1;139;;
-22,61281899;-42,40990475;12/09/2020;Sul;RJ;Silva Jardim;Não;2;Urbana;Não fatal;70;0;1;136;;
-22,61294558;-42,40981389;13/09/2020;Norte/Sul;RJ;Silva Jardim;Não;3;Urbana;Não fatal;24;0;3;243;;
