Segment;Country;Product;Discount Band;Units Sold;Manufacturing Price;Sale Price;Gross Sales;Discounts; Sales;COGS;Profit;Date;Month Number;Month Name;Year
Channel Partners;Germany;Amarilla;High;472;260;12;5664;62304;504096;1416;362496;01/10/2014;10;October;2014
Channel Partners;Canada;Carretera;High;1937;3;12;23244;255684;2068716;5811;1487616;01/02/2014;2;February;2014
Government;Germany;Carretera;High;792;3;350;277200;30492;246708;205920;40788;01/03/2014;3;March;2014
Small Business;Germany;Carretera;High;2811;3;300;843300;92763;750537;702750;47787;01/07/2014;7;July;2014
Enterprise;France;Carretera;High;2441;3;125;305125;3356375;27156125;292920;-2135875;01/10/2014;10;October;2014
Midmarket;Canada;Carretera;High;1560;3;15;23400;2574;20826;15600;5226;01/11/2013;11;November;2013
Government;Mexico;Carretera;High;2706;3;7;18942;208362;1685838;13530;3,32838E+15;01/11/2013;11;November;2013
Government;Germany;Montana;High;766;5;350;268100;29491;238609;199160;39449;01/01/2014;1;January;2014
Government;Germany;Montana;High;2992;5;20;59840;65824;5,32576E+16;29920;2,33376E+16;01/10/2013;10;October;2013
Midmarket;Mexico;Montana;High;2157;5;15;32355;355905;2879595;21570;7,22595E+16;01/12/2014;12;December;2014
Small Business;Canada;Paseo;High;873;10;300;261900;28809;233091;218250;14841;01/01/2014;1;January;2014
Government;Mexico;Paseo;High;1122;10;20;22440;24684;1,99716E+16;11220;8,7516E+16;01/03/2014;3;March;2014
Government;Canada;Paseo;High;21045;10;350;736575;8102325;65555175;547170;10838175;01/07/2014;7;July;2014
Channel Partners;Canada;Paseo;High;4026;10;12;48312;531432;4299768;12078;3091968;01/07/2014;7;July;2014
Channel Partners;France;Paseo;High;24255;10;12;29106;320166;2,59043E+16;72765;1,86278E+16;01/07/2014;7;July;2014
Government;Canada;Paseo;High;2394;10;20;47880;52668;426132;23940;1,86732E+16;01/08/2014;8;August;2014
Midmarket;Mexico;Paseo;High;1984;10;15;29760;32736;2,64864E+16;19840;6,6464E+16;01/08/2014;8;August;2014
Enterprise;France;Paseo;High;2441;10;125;305125;3356375;27156125;292920;-2135875;01/10/2014;10;October;2014
Government;Germany;Paseo;High;2992;10;20;59840;65824;5,32576E+16;29920;2,33376E+16;01/10/2013;10;October;2013
Small Business;Canada;Paseo;High;1366;10;300;409800;45078;364722;341500;23222;01/11/2014;11;November;2014
Government;France;Velo;High;2805;120;20;56100;6171;49929;28050;21879;01/09/2013;9;September;2013
Midmarket;Mexico;Velo;High;655;120;15;9825;108075;874425;6550;219425;01/09/2013;9;September;2013
Government;Mexico;Velo;High;344;120;350;120400;13244;107156;89440;17716;01/10/2013;10;October;2013
Government;Canada;Velo;High;1808;120;7;12656;139216;1126384;9040;222384;01/11/2014;11;November;2014
Channel Partners;France;VTT;High;1734;250;12;20808;228888;1851912;5202;1,33171E+16;01/01/2014;1;January;2014
Enterprise;Mexico;VTT;High;554;250;125;69250;76175;616325;66480;-48475;01/01/2014;1;January;2014
Government;Canada;VTT;High;2935;250;20;58700;6457;52243;29350;22893;01/11/2013;11;November;2013
Enterprise;Germany;Amarilla;High;3165;260;125;395625;4351875;35210625;379800;-2769375;01/01/2014;1;January;2014
Government;Mexico;Amarilla;High;2629;260;20;52580;57838;467962;26290;2,05062E+16;01/01/2014;1;January;2014
Enterprise;France;Amarilla;High;1433;260;125;179125;1970375;15942125;171960;-1253875;01/05/2014;5;May;2014
Enterprise;Mexico;Amarilla;High;947;260;125;118375;1302125;10535375;113640;-828625;01/09/2013;9;September;2013
Government;Mexico;Amarilla;High;344;260;350;120400;13244;107156;89440;17716;01/10/2013;10;October;2013
Midmarket;Mexico;Amarilla;High;2157;260;15;32355;355905;2879595;21570;7,22595E+16;01/12/2014;12;December;2014
Government;United States of America;Paseo;High;380;10;7;2660;2,926E+16;23674;1900;4,674E+16;01/09/2013;9;September;2013
Government;Mexico;Carretera;High;886;3;350;310100;37212;272888;230360;42528;01/06/2014;6;June;2014
Enterprise;Canada;Carretera;High;2416;3;125;302000;36240;265760;289920;-24160;01/09/2013;9;September;2013
Enterprise;Mexico;Carretera;High;2156;3;125;269500;32340;237160;258720;-21560;01/10/2014;10;October;2014
Midmarket;Canada;Carretera;High;2689;3;15;40335;48402;3,54948E+16;26890;8,6048E+16;01/11/2014;11;November;2014
Midmarket;United States of America;Montana;High;677;5;15;10155;1,2186E+16;89364;6770;2,1664E+16;01/03/2014;3;March;2014
Small Business;France;Montana;High;1773;5;300;531900;63828;468072;443250;24822;01/04/2014;4;April;2014
Government;Mexico;Montana;High;2420;5;7;16940;20328;149072;12100;2,8072E+16;01/09/2014;9;September;2014
Government;Canada;Montana;High;2734;5;7;19138;229656;1,68414E+16;13670;3,17144E+16;01/10/2014;10;October;2014
Government;Mexico;Montana;High;1715;5;20;34300;4116;30184;17150;13034;01/10/2013;10;October;2013
Small Business;France;Montana;High;1186;5;300;355800;42696;313104;296500;16604;01/12/2013;12;December;2013
Small Business;United States of America;Paseo;High;3495;10;300;1048500;125820;922680;873750;48930;01/01/2014;1;January;2014
Government;Mexico;Paseo;High;886;10;350;310100;37212;272888;230360;42528;01/06/2014;6;June;2014
Enterprise;Mexico;Paseo;High;2156;10;125;269500;32340;237160;258720;-21560;01/10/2014;10;October;2014
Government;Mexico;Paseo;High;905;10;20;18100;2172;15928;9050;6878;01/10/2014;10;October;2014
Government;Mexico;Paseo;High;1715;10;20;34300;4116;30184;17150;13034;01/10/2013;10;October;2013
Government;France;Paseo;High;1594;10;350;557900;66948;490952;414440;76512;01/11/2014;11;November;2014
Small Business;Germany;Paseo;High;1359;10;300;407700;48924;358776;339750;19026;01/11/2014;11;November;2014
Small Business;Mexico;Paseo;High;2150;10;300;645000;77400;567600;537500;30100;01/11/2014;11;November;2014
Government;Mexico;Paseo;High;1197;10;350;418950;50274;368676;311220;57456;01/11/2014;11;November;2014
Midmarket;Mexico;Paseo;High;380;10;15;5700;684;5016;3800;1216;01/12/2013;12;December;2013
Government;Mexico;Paseo;High;1233;10;20;24660;29592;2,17008E+16;12330;9,3708E+16;01/12/2014;12;December;2014
Government;Mexico;Velo;High;1395;120;350;488250;58590;429660;362700;66960;01/07/2014;7;July;2014
Government;United States of America;Velo;High;986;120;350;345100;41412;303688;256360;47328;01/10/2014;10;October;2014
Government;Mexico;Velo;High;905;120;20;18100;2172;15928;9050;6878;01/10/2014;10;October;2014
Channel Partners;Canada;VTT;High;2109;250;12;25308;303696;2,2271E+16;6327;1594404;01/05/2014;5;May;2014
Midmarket;France;VTT;High;38745;250;15;581175;6,9741E+16;5,11434E+16;38745;1,23984E+16;01/07/2014;7;July;2014
Government;Canada;VTT;High;623;250;350;218050;26166;191884;161980;29904;01/09/2013;9;September;2013
Government;United States of America;VTT;High;986;250;350;345100;41412;303688;256360;47328;01/10/2014;10;October;2014
Enterprise;United States of America;VTT;High;2387;250;125;298375;35805;262570;286440;-23870;01/11/2014;11;November;2014
Government;Mexico;VTT;High;1233;250;20;24660;29592;2,17008E+16;12330;9,3708E+16;01/12/2014;12;December;2014
Government;United States of America;Amarilla;High;270;260;350;94500;11340;83160;70200;12960;01/02/2014;2;February;2014
Government;France;Amarilla;High;34215;260;7;239505;287406;2107644;171075;3,96894E+16;01/07/2014;7;July;2014
Government;Canada;Amarilla;High;2734;260;7;19138;229656;1,68414E+16;13670;3,17144E+16;01/10/2014;10;October;2014
Midmarket;United States of America;Amarilla;High;2548;260;15;38220;4,5864E+16;3,36336E+16;25480;8,1536E+16;01/11/2013;11;November;2013
Government;France;Carretera;High;25215;3;20;50430;60516;4,43784E+16;25215;1,91634E+16;01/01/2014;1;January;2014
Channel Partners;Mexico;Montana;High;2661;5;12;31932;383184;2810016;7983;2011716;01/05/2014;5;May;2014
Government;Germany;Paseo;High;1531;10;20;30620;36744;2,69456E+16;15310;1,16356E+16;01/12/2014;12;December;2014
Government;France;VTT;High;1491;250;7;10437;125244;918456;7455;1,72956E+16;01/03/2014;3;March;2014
Government;Germany;VTT;High;1531;250;20;30620;36744;2,69456E+16;15310;1,16356E+16;01/12/2014;12;December;2014
Channel Partners;Canada;Amarilla;High;2761;260;12;33132;397584;2915616;8283;2087316;01/09/2013;9;September;2013
Midmarket;United States of America;Carretera;High;2567;3;15;38505;5,00565E+16;3349935;25670;7,82935E+16;01/06/2014;6;June;2014
Midmarket;United States of America;VTT;High;2567;250;15;38505;5,00565E+16;3349935;25670;7,82935E+16;01/06/2014;6;June;2014
Government;Canada;Carretera;High;923;3;350;323050;419965;2810535;239980;410735;01/03/2014;3;March;2014
Government;France;Carretera;High;1790;3;350;626500;81445;545055;465400;79655;01/03/2014;3;March;2014
Government;Germany;Carretera;High;442;3;20;8840;11492;76908;4420;32708;01/09/2013;9;September;2013
Government;United States of America;Montana;High;9825;5;350;343875;4470375;29917125;255450;4372125;01/01/2014;1;January;2014
Government;United States of America;Montana;High;1298;5;7;9086;118118;790482;6490;1,41482E+16;01/02/2014;2;February;2014
Channel Partners;Mexico;Montana;High;604;5;12;7248;94224;630576;1812;449376;01/06/2014;6;June;2014
Government;Mexico;Montana;High;2255;5;20;45100;5863;39237;22550;16687;01/07/2014;7;July;2014
Government;Canada;Montana;High;1249;5;20;24980;32474;217326;12490;9,2426E+16;01/10/2014;10;October;2014
Government;United States of America;Paseo;High;14385;10;7;100695;1,30904E+16;8,76047E+16;71925;1,56796E+16;01/01/2014;1;January;2014
Small Business;Germany;Paseo;High;807;10;300;242100;31473;210627;201750;8877;01/01/2014;1;January;2014
Government;United States of America;Paseo;High;2641;10;20;52820;68666;459534;26410;1,95434E+16;01/02/2014;2;February;2014
Government;Germany;Paseo;High;2708;10;20;54160;70408;4,71192E+16;27080;2,00392E+16;01/02/2014;2;February;2014
Government;Canada;Paseo;High;2632;10;350;921200;119756;801444;684320;117124;01/06/2014;6;June;2014
Enterprise;Canada;Paseo;High;1583;10;125;197875;2572375;17215125;189960;-1780875;01/06/2014;6;June;2014
Channel Partners;Mexico;Paseo;High;571;10;12;6852;89076;596124;1713;424824;01/07/2014;7;July;2014
Government;France;Paseo;High;2696;10;7;18872;245336;1641864;13480;2,93864E+16;01/08/2014;8;August;2014
Midmarket;Canada;Paseo;High;1565;10;15;23475;305175;2042325;15650;477325;01/10/2014;10;October;2014
Government;Canada;Paseo;High;1249;10;20;24980;32474;217326;12490;9,2426E+16;01/10/2014;10;October;2014
Government;Germany;Paseo;High;357;10;350;124950;162435;1087065;92820;158865;01/11/2014;11;November;2014
Channel Partners;Germany;Paseo;High;1013;10;12;12156;158028;1057572;3039;7,53672E+16;01/12/2014;12;December;2014
Midmarket;France;Velo;High;39975;120;15;599625;7795125;52167375;39975;12192375;01/01/2014;1;January;2014
Government;Canada;Velo;High;2632;120;350;921200;119756;801444;684320;117124;01/06/2014;6;June;2014
Government;France;Velo;High;1190;120;7;8330;1,0829E+16;72471;5950;1,2971E+16;01/06/2014;6;June;2014
Channel Partners;Mexico;Velo;High;604;120;12;7248;94224;630576;1812;449376;01/06/2014;6;June;2014
Midmarket;Germany;Velo;High;660;120;15;9900;1287;8613;6600;2013;01/09/2013;9;September;2013
Channel Partners;Mexico;Velo;High;410;120;12;4920;6396;4,2804E+16;1230;3,0504E+16;01/10/2014;10;October;2014
Small Business;Mexico;Velo;High;2605;120;300;781500;101595;679905;651250;28655;01/11/2013;11;November;2013
Channel Partners;Germany;Velo;High;1013;120;12;12156;158028;1057572;3039;7,53672E+16;01/12/2014;12;December;2014
Enterprise;Canada;VTT;High;1583;250;125;197875;2572375;17215125;189960;-1780875;01/06/2014;6;June;2014
Midmarket;Canada;VTT;High;1565;250;15;23475;305175;2042325;15650;477325;01/10/2014;10;October;2014
Enterprise;Canada;Amarilla;High;1659;260;125;207375;2695875;18041625;199080;-1866375;01/01/2014;1;January;2014
Government;France;Amarilla;High;1190;260;7;8330;1,0829E+16;72471;5950;1,2971E+16;01/06/2014;6;June;2014
Channel Partners;Mexico;Amarilla;High;410;260;12;4920;6396;4,2804E+16;1230;3,0504E+16;01/10/2014;10;October;2014
Channel Partners;Germany;Amarilla;High;1770;260;12;21240;27612;184788;5310;131688;01/12/2013;12;December;2013
Government;Mexico;Carretera;High;2579;3;20;51580;72212;443588;25790;1,85688E+16;01/04/2014;4;April;2014
Government;United States of America;Carretera;High;1743;3;20;34860;4,8804E+16;2,99796E+16;17430;1,25496E+16;01/05/2014;5;May;2014
Government;United States of America;Carretera;High;2996;3;7;20972;293608;1,80359E+16;14980;3,05592E+16;01/10/2013;10;October;2013
Government;Germany;Carretera;High;280;3;7;1960;2,744E+16;16856;1400;2,856E+16;01/12/2014;12;December;2014
Government;France;Montana;High;293;5;7;2051;28714;1,76386E+16;1465;2,9886E+16;01/02/2014;2;February;2014
Government;United States of America;Montana;High;2996;5;7;20972;293608;1,80359E+16;14980;3,05592E+16;01/10/2013;10;October;2013
Midmarket;Germany;Paseo;High;278;10;15;4170;5,838E+16;35862;2780;8,062E+16;01/02/2014;2;February;2014
Government;Canada;Paseo;High;2428;10;20;48560;67984;4,17616E+16;24280;1,74816E+16;01/03/2014;3;March;2014
Midmarket;United States of America;Paseo;High;1767;10;15;26505;37107;227943;17670;5,1243E+16;01/09/2014;9;September;2014
Channel Partners;France;Paseo;High;1393;10;12;16716;2,34024E+16;1437576;4179;1019676;01/10/2014;10;October;2014
Government;Germany;VTT;High;280;250;7;1960;2,744E+16;16856;1400;2,856E+16;01/12/2014;12;December;2014
Channel Partners;France;Amarilla;High;1393;260;12;16716;2,34024E+16;1437576;4179;1019676;01/10/2014;10;October;2014
Channel Partners;United States of America;Amarilla;High;2015;260;12;24180;33852;207948;6045;147498;01/12/2013;12;December;2013
Small Business;Mexico;Carretera;High;801;3;300;240300;33642;206658;200250;6408;01/07/2014;7;July;2014
Enterprise;France;Carretera;High;1023;3;125;127875;179025;1099725;122760;-127875;01/09/2013;9;September;2013
Small Business;Canada;Carretera;High;1496;3;300;448800;62832;385968;374000;11968;01/10/2014;10;October;2014
Small Business;United States of America;Carretera;High;1010;3;300;303000;42420;260580;252500;8080;01/10/2014;10;October;2014
Midmarket;Germany;Carretera;High;1513;3;15;22695;31773;195177;15130;4,3877E+16;01/11/2014;11;November;2014
Midmarket;Canada;Carretera;High;2300;3;15;34500;4830;29670;23000;6670;01/12/2014;12;December;2014
Enterprise;Mexico;Carretera;High;2821;3;125;352625;493675;3032575;338520;-352625;01/12/2013;12;December;2013
Government;Canada;Montana;High;22275;5;350;779625;1091475;6704775;579150;913275;01/01/2014;1;January;2014
Government;Germany;Montana;High;1199;5;350;419650;58751;360899;311740;49159;01/04/2014;4;April;2014
Government;Canada;Montana;High;200;5;350;70000;9800;60200;52000;8200;01/05/2014;5;May;2014
Government;Canada;Montana;High;388;5;7;2716;38024;2,33576E+16;1940;3,9576E+16;01/09/2014;9;September;2014
Government;Mexico;Montana;High;1727;5;7;12089;169246;1,03965E+16;8635;1,76154E+16;01/10/2013;10;October;2013
Midmarket;Canada;Montana;High;2300;5;15;34500;4830;29670;23000;6670;01/12/2014;12;December;2014
Government;Mexico;Paseo;High;260;10;20;5200;728;4472;2600;1872;01/02/2014;2;February;2014
Midmarket;Canada;Paseo;High;2470;10;15;37050;5187;31863;24700;7163;01/09/2013;9;September;2013
Midmarket;Canada;Paseo;High;1743;10;15;26145;36603;224847;17430;5,0547E+16;01/10/2013;10;October;2013
Channel Partners;United States of America;Paseo;High;2914;10;12;34968;4,89552E+16;3007248;8742;2133048;01/10/2014;10;October;2014
Government;France;Paseo;High;1731;10;7;12117;169638;1,04206E+16;8655;1,76562E+15;01/10/2014;10;October;2014
Government;Canada;Paseo;High;700;10;350;245000;34300;210700;182000;28700;01/11/2014;11;November;2014
Channel Partners;Canada;Paseo;High;2222;10;12;26664;373296;2,2931E+16;6666;1626504;01/11/2013;11;November;2013
Government;United States of America;Paseo;High;1177;10;350;411950;57673;354277;306020;48257;01/11/2014;11;November;2014
Government;France;Paseo;High;1922;10;350;672700;94178;578522;499720;78802;01/11/2013;11;November;2013
Enterprise;Mexico;Velo;High;1575;120;125;196875;275625;1693125;189000;-196875;01/02/2014;2;February;2014
Government;United States of America;Velo;High;606;120;20;12120;1,6968E+16;1,04232E+16;6060;4,3632E+16;01/04/2014;4;April;2014
Small Business;United States of America;Velo;High;2460;120;300;738000;103320;634680;615000;19680;01/07/2014;7;July;2014
Small Business;Canada;Velo;High;269;120;300;80700;11298;69402;67250;2152;01/10/2013;10;October;2013
Small Business;Germany;Velo;High;2536;120;300;760800;106512;654288;634000;20288;01/11/2013;11;November;2013
Government;Mexico;VTT;High;2903;250;7;20321;284494;1,74761E+16;14515;2,96106E+16;01/03/2014;3;March;2014
Small Business;United States of America;VTT;High;2541;250;300;762300;106722;655578;635250;20328;01/08/2014;8;August;2014
Small Business;Canada;VTT;High;269;250;300;80700;11298;69402;67250;2152;01/10/2013;10;October;2013
Small Business;Canada;VTT;High;1496;250;300;448800;62832;385968;374000;11968;01/10/2014;10;October;2014
Small Business;United States of America;VTT;High;1010;250;300;303000;42420;260580;252500;8080;01/10/2014;10;October;2014
Government;France;VTT;High;1281;250;350;448350;62769;385581;333060;52521;01/12/2013;12;December;2013
Small Business;Canada;Amarilla;High;888;260;300;266400;37296;229104;222000;7104;01/03/2014;3;March;2014
Enterprise;United States of America;Amarilla;High;2844;260;125;355500;49770;305730;341280;-35550;01/05/2014;5;May;2014
Channel Partners;France;Amarilla;High;2475;260;12;29700;4158;25542;7425;18117;01/08/2014;8;August;2014
Midmarket;Canada;Amarilla;High;1743;260;15;26145;36603;224847;17430;5,0547E+16;01/10/2013;10;October;2013
Channel Partners;United States of America;Amarilla;High;2914;260;12;34968;4,89552E+16;3007248;8742;2133048;01/10/2014;10;October;2014
Government;France;Amarilla;High;1731;260;7;12117;169638;1,04206E+16;8655;1,76562E+15;01/10/2014;10;October;2014
Government;Mexico;Amarilla;High;1727;260;7;12089;169246;1,03965E+16;8635;1,76154E+16;01/10/2013;10;October;2013
Midmarket;Mexico;Amarilla;High;1870;260;15;28050;3927;24123;18700;5423;01/11/2013;11;November;2013
Enterprise;France;Carretera;High;1174;3;125;146750;220125;1247375;140880;-161425;01/08/2014;8;August;2014
Enterprise;Germany;Carretera;High;2767;3;125;345875;5188125;29399375;332040;-3804625;01/08/2014;8;August;2014
Enterprise;Germany;Carretera;High;1085;3;125;135625;2034375;11528125;130200;-1491875;01/10/2014;10;October;2014
Small Business;Mexico;Montana;High;546;5;300;163800;24570;139230;136500;2730;01/10/2014;10;October;2014
Government;Germany;Paseo;High;1158;10;20;23160;3474;19686;11580;8106;01/03/2014;3;March;2014
Midmarket;Canada;Paseo;High;1614;10;15;24210;36315;205785;16140;44385;01/04/2014;4;April;2014
Government;Mexico;Paseo;High;2535;10;7;17745;266175;1508325;12675;240825;01/04/2014;4;April;2014
Government;Mexico;Paseo;High;2851;10;350;997850;1496775;8481725;741260;1069125;01/05/2014;5;May;2014
Midmarket;Canada;Paseo;High;2559;10;15;38385;575775;3262725;25590;703725;01/08/2014;8;August;2014
Government;United States of America;Paseo;High;267;10;20;5340;801;4539;2670;1869;01/10/2013;10;October;2013
Enterprise;Germany;Paseo;High;1085;10;125;135625;2034375;11528125;130200;-1491875;01/10/2014;10;October;2014
Midmarket;Germany;Paseo;High;1175;10;15;17625;264375;1498125;11750;323125;01/10/2014;10;October;2014
Government;United States of America;Paseo;High;2007;10;350;702450;1053675;5970825;521820;752625;01/11/2013;11;November;2013
Government;Mexico;Paseo;High;2151;10;350;752850;1129275;6399225;559260;806625;01/11/2013;11;November;2013
Channel Partners;United States of America;Paseo;High;914;10;12;10968;16452;9,3228E+16;2742;6,5808E+16;01/12/2014;12;December;2014
Government;France;Paseo;High;293;10;20;5860;879;4981;2930;2051;01/12/2014;12;December;2014
Channel Partners;Mexico;Velo;High;500;120;12;6000;900;5100;1500;3600;01/03/2014;3;March;2014
Midmarket;France;Velo;High;2826;120;15;42390;63585;360315;28260;77715;01/05/2014;5;May;2014
Enterprise;France;Velo;High;663;120;125;82875;1243125;7044375;79560;-911625;01/09/2014;9;September;2014
Small Business;United States of America;Velo;High;2574;120;300;772200;115830;656370;643500;12870;01/11/2013;11;November;2013
Enterprise;United States of America;Velo;High;2438;120;125;304750;457125;2590375;292560;-335225;01/12/2013;12;December;2013
Channel Partners;United States of America;Velo;High;914;120;12;10968;16452;9,3228E+16;2742;6,5808E+16;01/12/2014;12;December;2014
Government;Canada;VTT;High;8655;250;20;17310;25965;147135;8655;60585;01/07/2014;7;July;2014
Midmarket;Germany;VTT;High;492;250;15;7380;1107;6273;4920;1353;01/07/2014;7;July;2014
Government;United States of America;VTT;High;267;250;20;5340;801;4539;2670;1869;01/10/2013;10;October;2013
Midmarket;Germany;VTT;High;1175;250;15;17625;264375;1498125;11750;323125;01/10/2014;10;October;2014
Enterprise;Canada;VTT;High;2954;250;125;369250;553875;3138625;354480;-406175;01/11/2013;11;November;2013
Enterprise;Germany;VTT;High;552;250;125;69000;10350;58650;66240;-7590;01/11/2014;11;November;2014
Government;France;VTT;High;293;250;20;5860;879;4981;2930;2051;01/12/2014;12;December;2014
Small Business;France;Amarilla;High;2475;260;300;742500;111375;631125;618750;12375;01/03/2014;3;March;2014
Small Business;Mexico;Amarilla;High;546;260;300;163800;24570;139230;136500;2730;01/10/2014;10;October;2014
Government;Mexico;Montana;High;1368;5;7;9576;14364;81396;6840;1,2996E+16;01/02/2014;2;February;2014
Government;Canada;Paseo;High;723;10;7;5061;7,5915E+16;4,30185E+16;3615;6,8685E+16;01/04/2014;4;April;2014
Channel Partners;United States of America;VTT;High;1806;250;12;21672;32508;184212;5418;130032;01/05/2014;5;May;2014
Government;Canada;Carretera;None;16185;3;20;32370;0;32370;16185;16185;01/01/2014;1;January;2014
Government;Germany;Carretera;None;1321;3;20;26420;0;26420;13210;13210;01/01/2014;1;January;2014
Midmarket;France;Carretera;None;2178;3;15;32670;0;32670;21780;10890;01/06/2014;6;June;2014
Midmarket;Germany;Carretera;None;888;3;15;13320;0;13320;8880;4440;01/06/2014;6;June;2014
Midmarket;Mexico;Carretera;None;2470;3;15;37050;0;37050;24700;12350;01/06/2014;6;June;2014
Government;Germany;Carretera;None;1513;3;350;529550;0;529550;393380;136170;01/12/2014;12;December;2014
Midmarket;Germany;Montana;None;921;5;15;13815;0;13815;9210;4605;01/03/2014;3;March;2014
Channel Partners;Canada;Montana;None;2518;5;12;30216;0;30216;7554;22662;01/06/2014;6;June;2014
Government;France;Montana;None;1899;5;20;37980;0;37980;18990;18990;01/06/2014;6;June;2014
Channel Partners;Germany;Montana;None;1545;5;12;18540;0;18540;4635;13905;01/06/2014;6;June;2014
Midmarket;Mexico;Montana;None;2470;5;15;37050;0;37050;24700;12350;01/06/2014;6;June;2014
Enterprise;Canada;Montana;None;26655;5;125;3331875;0;3331875;319860;133275;01/07/2014;7;July;2014
Small Business;Mexico;Montana;None;958;5;300;287400;0;287400;239500;47900;01/08/2014;8;August;2014
Government;Germany;Montana;None;2146;5;7;15022;0;15022;10730;4292;01/09/2014;9;September;2014
Enterprise;Canada;Montana;None;345;5;125;43125;0;43125;41400;1725;01/10/2013;10;October;2013
Midmarket;United States of America;Montana;None;615;5;15;9225;0;9225;6150;3075;01/12/2014;12;December;2014
Government;Canada;Paseo;None;292;10;20;5840;0;5840;2920;2920;01/02/2014;2;February;2014
Midmarket;Mexico;Paseo;None;974;10;15;14610;0;14610;9740;4870;01/02/2014;2;February;2014
Channel Partners;Canada;Paseo;None;2518;10;12;30216;0;30216;7554;22662;01/06/2014;6;June;2014
Government;Germany;Paseo;None;1006;10;350;352100;0;352100;261560;90540;01/06/2014;6;June;2014
Channel Partners;Germany;Paseo;None;367;10;12;4404;0;4404;1101;3303;01/07/2014;7;July;2014
Government;Mexico;Paseo;None;883;10;7;6181;0;6181;4415;1766;01/08/2014;8;August;2014
Midmarket;France;Paseo;None;549;10;15;8235;0;8235;5490;2745;01/09/2013;9;September;2013
Small Business;Mexico;Paseo;None;788;10;300;236400;0;236400;197000;39400;01/09/2013;9;September;2013
Midmarket;Mexico;Paseo;None;2472;10;15;37080;0;37080;24720;12360;01/09/2014;9;September;2014
Government;United States of America;Paseo;None;1143;10;7;8001;0;8001;5715;2286;01/10/2014;10;October;2014
Government;Canada;Paseo;None;1725;10;350;603750;0;603750;448500;155250;01/11/2013;11;November;2013
Channel Partners;United States of America;Paseo;None;912;10;12;10944;0;10944;2736;8208;01/11/2013;11;November;2013
Midmarket;Canada;Paseo;None;2152;10;15;32280;0;32280;21520;10760;01/12/2013;12;December;2013
Government;Canada;Paseo;None;1817;10;20;36340;0;36340;18170;18170;01/12/2014;12;December;2014
Government;Germany;Paseo;None;1513;10;350;529550;0;529550;393380;136170;01/12/2014;12;December;2014
Government;Mexico;Velo;None;1493;120;7;10451;0;10451;7465;2986;01/01/2014;1;January;2014
Enterprise;France;Velo;None;1804;120;125;225500;0;225500;216480;9020;01/02/2014;2;February;2014
Channel Partners;Germany;Velo;None;2161;120;12;25932;0;25932;6483;19449;01/03/2014;3;March;2014
Government;Germany;Velo;None;1006;120;350;352100;0;352100;261560;90540;01/06/2014;6;June;2014
Channel Partners;Germany;Velo;None;1545;120;12;18540;0;18540;4635;13905;01/06/2014;6;June;2014
Enterprise;United States of America;Velo;None;2821;120;125;352625;0;352625;338520;14105;01/08/2014;8;August;2014
Enterprise;Canada;Velo;None;345;120;125;43125;0;43125;41400;1725;01/10/2013;10;October;2013
Small Business;Canada;VTT;None;2001;250;300;600300;0;600300;500250;100050;01/02/2014;2;February;2014
Channel Partners;Germany;VTT;None;2838;250;12;34056;0;34056;8514;25542;01/04/2014;4;April;2014
Midmarket;France;VTT;None;2178;250;15;32670;0;32670;21780;10890;01/06/2014;6;June;2014
Midmarket;Germany;VTT;None;888;250;15;13320;0;13320;8880;4440;01/06/2014;6;June;2014
Government;France;VTT;None;1527;250;350;534450;0;534450;397020;137430;01/09/2013;9;September;2013
Small Business;France;VTT;None;2151;250;300;645300;0;645300;537750;107550;01/09/2014;9;September;2014
Government;Canada;VTT;None;1817;250;20;36340;0;36340;18170;18170;01/12/2014;12;December;2014
Government;France;Amarilla;None;2750;260;350;962500;0;962500;715000;247500;01/02/2014;2;February;2014
Channel Partners;United States of America;Amarilla;None;1953;260;12;23436;0;23436;5859;17577;01/04/2014;4;April;2014
Enterprise;Germany;Amarilla;None;42195;260;125;5274375;0;5274375;506340;210975;01/04/2014;4;April;2014
Government;France;Amarilla;None;1899;260;20;37980;0;37980;18990;18990;01/06/2014;6;June;2014
Government;Germany;Amarilla;None;1686;260;7;11802;0;11802;8430;3372;01/07/2014;7;July;2014
Channel Partners;United States of America;Amarilla;None;2141;260;12;25692;0;25692;6423;19269;01/08/2014;8;August;2014
Government;United States of America;Amarilla;None;1143;260;7;8001;0;8001;5715;2286;01/10/2014;10;October;2014
Midmarket;United States of America;Amarilla;None;615;260;15;9225;0;9225;6150;3075;01/12/2014;12;December;2014
Government;France;Paseo;Low;3945;10;7;27615;2,7615E+16;2,73389E+16;19725;7,61385E+16;01/01/2014;1;January;2014
Midmarket;France;Paseo;Low;2296;10;15;34440;3444;3,40956E+16;22960;1,11356E+16;01/02/2014;2;February;2014
Government;France;Paseo;Low;1030;10;7;7210;7,21E+16;71379;5150;1,9879E+16;01/05/2014;5;May;2014
Government;France;Velo;Low;639;120;7;4473;4473;4,42827E+16;3195;1,23327E+16;01/11/2014;11;November;2014
Government;Canada;VTT;Low;1326;250;7;9282;9282;918918;6630;2,55918E+16;01/03/2014;3;March;2014
Channel Partners;United States of America;Carretera;Low;1858;3;12;22296;22296;2,2073E+16;5574;1649904;01/02/2014;2;February;2014
